UNITID,EFLEVEL,EFTOTAL,EFMEN,EFWOM,EFFT,EFFTMEN,EFFTWOM,EFPT,EFPTMEN,EFPTWOM
235343,34,3532,1702,1830,1927,1015,912,1605,687,918
235352,34,107,23,84,107,23,84,,,
235422,34,647,139,508,576,123,453,71,16,55
235431,34,2772,952,1820,1274,457,817,1498,495,1003
235501,34,48,21,27,48,21,27,,,
235547,34,58,9,49,47,6,41,11,3,8
235671,34,1067,618,449,864,556,308,203,62,141
235699,34,1733,666,1067,1076,458,618,657,208,449
235750,34,1310,327,983,619,181,438,691,146,545
236018,34,18,18,0,2,2,0,16,16,0
236072,34,2158,776,1382,822,358,464,1336,418,918
236133,34,490,178,312,470,169,301,20,9,11
236188,34,2299,870,1429,1226,469,757,1073,401,672
236212,34,711,580,131,711,580,131,,,
236230,34,1726,612,1114,1679,590,1089,47,22,25
236258,34,894,329,565,459,169,290,435,160,275
236328,34,1168,487,681,1154,479,675,14,8,6
236382,34,1154,565,589,652,316,336,502,249,253
236452,34,991,409,582,920,371,549,71,38,33
236504,34,1052,569,483,624,379,245,428,190,238
236513,34,2751,1131,1620,1637,687,950,1114,444,670
236577,34,1691,556,1135,1625,531,1094,66,25,41
236595,34,3076,1233,1843,2954,1165,1789,122,68,54
236610,34,2459,975,1484,1238,564,674,1221,411,810
236638,34,1876,760,1116,1027,431,596,849,329,520
236656,34,1891,727,1164,992,433,559,899,294,605
236692,34,2989,1086,1903,2066,823,1243,923,263,660
236708,34,1988,754,1234,1226,512,714,762,242,520
236744,34,28,1,27,28,1,27,,,
236753,34,3091,976,2115,1660,574,1086,1431,402,1029
236887,34,1798,935,863,1044,492,552,754,443,311
236896,34,895,465,430,840,442,398,55,23,32
236939,34,17334,8187,9147,15115,7196,7919,2219,991,1228
236948,34,24577,10548,14029,22725,9661,13064,1852,887,965
236975,34,1251,419,832,824,287,537,427,132,295
237011,34,10390,4474,5916,9135,3843,5292,1255,631,624
237039,34,1701,749,952,840,386,454,861,363,498
237057,34,1079,474,605,1053,461,592,26,13,13
237066,34,1374,623,751,1341,605,736,33,18,15
237109,34,1841,521,1320,1079,328,751,762,193,569
237127,34,33,0,33,33,0,33,,,
237136,34,114,67,47,106,60,46,8,7,1
237145,34,8,1,7,8,1,7,,,
237172,34,50,27,23,43,23,20,7,4,3
237181,34,402,221,181,399,221,178,3,0,3
237215,34,1015,401,614,720,308,412,295,93,202
237242,34,8,8,0,7,7,0,1,1,0
237303,34,27,11,16,27,11,16,,,
237312,34,1849,1162,687,932,397,535,917,765,152
237321,34,47,3,44,47,3,44,,,
237330,34,951,371,580,896,356,540,55,15,40
237358,34,444,182,262,435,180,255,9,2,7
237367,34,2016,884,1132,1692,787,905,324,97,227
237385,34,872,508,364,678,361,317,194,147,47
237437,34,187,41,146,171,38,133,16,3,13
237473,34,75,41,34,75,41,34,,,
237491,34,2,0,2,2,0,2,,,
237525,34,5414,2352,3062,4820,2082,2738,594,270,324
237543,34,56,18,38,34,5,29,22,13,9
237561,34,18,6,12,18,6,12,,,
237570,34,55,1,54,55,1,54,,,
237686,34,1272,452,820,814,284,530,458,168,290
237701,34,564,240,324,482,213,269,82,27,55
237729,34,104,35,69,68,11,57,36,24,12
237783,34,593,251,342,550,231,319,43,20,23
237792,34,1809,694,1115,1595,611,984,214,83,131
237817,34,788,215,573,402,130,272,386,85,301
237844,34,44,6,38,44,6,38,,,
237899,34,1006,422,584,900,390,510,106,32,74
237905,34,60,12,48,60,12,48,,,
237932,34,1159,441,718,1095,406,689,64,35,29
237950,34,701,428,273,637,389,248,64,39,25
237969,34,602,294,308,600,293,307,2,1,1
237987,34,294,40,254,294,40,254,,,
237996,34,525,71,454,525,71,454,,,
238005,34,33,3,30,33,3,30,,,
238014,34,544,182,362,291,110,181,253,72,181
238032,34,13328,6496,6832,12680,6180,6500,648,316,332
238078,34,401,262,139,394,260,134,7,2,5
238096,34,23,1,22,23,1,22,,,
238175,34,39,2,37,39,2,37,,,
238193,34,574,8,566,464,5,459,110,3,107
238263,34,7464,3074,4390,2646,1301,1345,4818,1773,3045
238324,34,278,21,257,201,13,188,77,8,69
238333,34,682,319,363,678,317,361,4,2,2
238397,34,1791,577,1214,434,159,275,1357,418,939
238458,34,1907,640,1267,1808,599,1209,99,41,58
238476,34,1850,818,1032,1823,801,1022,27,17,10
238616,34,1858,685,1173,1474,581,893,384,104,280
238661,34,885,286,599,811,271,540,74,15,59
238722,34,5330,2921,2409,1622,864,758,3708,2057,1651
238759,34,3464,1332,2132,778,329,449,2686,1003,1683
238810,34,61,7,54,35,2,33,26,5,21
238980,34,1024,411,613,527,253,274,497,158,339
239008,34,1483,727,756,253,143,110,1230,584,646
239017,34,1058,481,577,1044,473,571,14,8,6
239071,34,464,184,280,333,133,200,131,51,80
239080,34,842,297,545,705,260,445,137,37,100
239105,34,5352,2380,2972,5241,2317,2924,111,63,48
239220,34,1602,673,929,488,204,284,1114,469,645
239248,34,9182,3516,5666,2148,969,1179,7034,2547,4487
239309,34,683,146,537,670,142,528,13,4,9
239318,34,1935,1405,530,1872,1347,525,63,58,5
239372,34,1787,668,1119,516,229,287,1271,439,832
239390,34,531,0,531,503,0,503,28,0,28
239442,34,540,173,367,92,42,50,448,131,317
239460,34,2890,1048,1842,769,327,442,2121,721,1400
239488,34,4890,1791,3099,1600,795,805,3290,996,2294
239512,34,354,168,186,346,164,182,8,4,4
239628,34,525,278,247,525,278,247,,,
239716,34,1259,552,707,1252,548,704,7,4,3
239877,34,22,0,22,18,0,18,4,0,4
239910,34,846,245,601,243,79,164,603,166,437
240107,34,1140,300,840,938,263,675,202,37,165
240116,34,3151,1130,2021,1279,578,701,1872,552,1320
240125,34,3726,2115,1611,1344,745,599,2382,1370,1012
240170,34,2419,1026,1393,891,414,477,1528,612,916
240189,34,6963,3504,3459,6116,3124,2992,847,380,467
240198,34,1543,533,1010,534,220,314,1009,313,696
240268,34,6832,2726,4106,6279,2510,3769,553,216,337
240277,34,4972,1869,3103,3647,1398,2249,1325,471,854
240329,34,6893,3020,3873,6521,2818,3703,372,202,170
240338,34,758,347,411,733,339,394,25,8,17
240365,34,5862,2527,3335,4857,1992,2865,1005,535,470
240374,34,2386,1044,1342,1905,854,1051,481,190,291
240392,34,1775,257,1518,689,115,574,1086,142,944
240417,34,4633,2639,1994,3713,2151,1562,920,488,432
240426,34,1639,592,1047,1266,487,779,373,105,268
240444,34,27701,13074,14627,26064,12163,13901,1637,911,726
240453,34,13396,6151,7245,11361,5135,6226,2035,1016,1019
240462,34,4483,2852,1631,3985,2509,1476,498,343,155
240471,34,3089,1129,1960,2777,985,1792,312,144,168
240480,34,5276,2315,2961,4621,2068,2553,655,247,408
240505,34,1603,579,1024,868,337,531,735,242,493
240514,34,694,288,406,316,125,191,378,163,215
240596,34,305,96,209,178,64,114,127,32,95
240620,34,1829,557,1272,883,292,591,946,265,681
240657,34,524,195,329,338,148,190,186,47,139
240666,34,1122,429,693,626,262,364,496,167,329
240693,34,857,335,522,409,184,225,448,151,297
240709,34,12,1,11,10,1,9,2,0,2
240718,34,726,665,61,726,665,61,,,
240727,34,6584,3066,3518,5416,2583,2833,1168,483,685
240736,34,591,175,416,303,85,218,288,90,198
240745,34,967,386,581,419,158,261,548,228,320
240754,34,2129,907,1222,1563,656,907,566,251,315
240790,34,916,328,588,654,228,426,262,100,162
240879,34,2,1,1,2,1,1,,,
241146,34,75,29,46,74,29,45,1,0,1
241182,34,311,64,247,311,64,247,,,
241191,34,680,275,405,540,203,337,140,72,68
241216,34,1249,776,473,861,507,354,388,269,119
241225,34,503,166,337,365,128,237,138,38,100
241304,34,2024,557,1467,1410,385,1025,614,172,442
241331,34,606,103,503,457,79,378,149,24,125
241377,34,459,192,267,325,148,177,134,44,90
241386,34,95,18,77,57,11,46,38,7,31
241395,34,248,87,161,214,71,143,34,16,18
241410,34,3073,1088,1985,2605,895,1710,468,193,275
241517,34,134,32,102,120,29,91,14,3,11
241614,34,171,99,72,37,23,14,134,76,58
241720,34,487,189,298,333,123,210,154,66,88
241739,34,3805,1226,2579,2546,834,1712,1259,392,867
241766,34,246,173,73,177,129,48,69,44,25
241836,34,793,232,561,385,125,260,408,107,301
241906,34,164,57,107,164,57,107,,,
241951,34,412,102,310,269,64,205,143,38,105
242042,34,156,86,70,130,69,61,26,17,9
242112,34,376,147,229,302,131,171,74,16,58
242121,34,162,61,101,49,14,35,113,47,66
242130,34,294,70,224,231,50,181,63,20,43
242149,34,299,70,229,234,51,183,65,19,46
242556,34,119,85,34,110,77,33,9,8,1
242583,34,122,92,30,84,60,24,38,32,6
242617,34,2005,948,1057,1669,798,871,336,150,186
242626,34,2323,948,1375,1888,757,1131,435,191,244
242635,34,1884,687,1197,1519,554,965,365,133,232
242644,34,696,224,472,548,177,371,148,47,101
242653,34,2335,1009,1326,1659,709,950,676,300,376
242662,34,2137,788,1349,1620,606,1014,517,182,335
242680,34,893,335,558,670,256,414,223,79,144
242699,34,1419,413,1006,1152,340,812,267,73,194
242705,34,2725,1573,1152,2130,1210,920,595,363,232
242820,34,219,156,63,219,156,63,,,
242945,34,2,0,2,1,0,1,1,0,1
242954,34,3,1,2,2,1,1,1,0,1
242972,34,20532,6931,13601,11142,3888,7254,9390,3043,6347
243106,34,1366,636,730,1239,563,676,127,73,54
243115,34,2100,805,1295,1935,735,1200,165,70,95
243133,34,2187,1074,1113,1793,894,899,394,180,214
243142,34,1655,577,1078,1222,416,806,433,161,272
243151,34,1635,503,1132,1386,426,960,249,77,172
243179,34,1884,625,1259,1655,542,1113,229,83,146
243188,34,210,104,106,184,90,94,26,14,12
243197,34,7736,4324,3412,6786,3738,3048,950,586,364
243203,34,224,39,185,201,36,165,23,3,20
243212,34,1669,732,937,1514,676,838,155,56,99
243221,34,6924,2511,4413,5954,2110,3844,970,401,569
243346,34,3407,1314,2093,2247,868,1379,1160,446,714
243443,34,3065,1102,1963,2522,909,1613,543,193,350
243568,34,83,14,69,70,13,57,13,1,12
243577,34,3232,2285,947,1260,857,403,1972,1428,544
243586,34,497,173,324,397,143,254,100,30,70
243601,34,6245,2476,3769,4166,1573,2593,2079,903,1176
243638,34,1199,467,732,787,298,489,412,169,243
243647,34,277,114,163,136,61,75,141,53,88
243665,34,1087,325,762,716,222,494,371,103,268
243744,34,6142,2943,3199,6142,2943,3199,,,
243780,34,30256,17421,12835,28376,16465,11911,1880,956,924
243799,34,6,0,6,6,0,6,,,
243823,34,421,127,294,268,85,183,153,42,111
243832,34,1122,292,830,588,151,437,534,141,393
243841,34,288,54,234,211,39,172,77,15,62
244233,34,237,70,167,232,70,162,5,0,5
244279,34,124,6,118,124,6,118,,,
244437,34,9395,3437,5958,3227,1377,1850,6168,2060,4108
244446,34,1570,574,996,480,217,263,1090,357,733
244613,34,232,222,10,128,124,4,104,98,6
245281,34,99,53,46,99,53,46,,,
245625,34,627,251,376,231,109,122,396,142,254
245652,34,295,152,143,281,146,135,14,6,8
245777,34,33,33,0,32,32,0,1,1,0
245838,34,61,22,39,22,9,13,39,13,26
245847,34,52,23,29,14,6,8,38,17,21
245883,34,81,15,66,17,6,11,64,9,55
245892,34,107,23,84,56,15,41,51,8,43
245953,34,1325,437,888,838,315,523,487,122,365
245962,34,216,14,202,209,12,197,7,2,5
245980,34,21,2,19,21,2,19,,,
245999,34,479,240,239,253,106,147,226,134,92
246017,34,402,220,182,19,12,7,383,208,175
246035,34,209,90,119,209,90,119,,,
246071,34,67,2,65,67,2,65,,,
246354,34,5401,2075,3326,696,274,422,4705,1801,2904
246415,34,31,0,31,9,0,9,22,0,22
246460,34,51,8,43,51,8,43,,,
246813,34,2514,843,1671,473,201,272,2041,642,1399
246895,34,163,49,114,120,27,93,43,22,21
246974,34,297,39,258,297,39,258,,,
247010,34,33,0,33,33,0,33,,,
247047,34,24,1,23,24,1,23,,,
247065,34,571,41,530,273,23,250,298,18,280
247153,34,157,38,119,157,38,119,,,
247162,34,2,0,2,,,,2,0,2
247409,34,30,0,30,30,0,30,,,
247603,34,1501,809,692,861,503,358,640,306,334
247649,34,378,240,138,319,202,117,59,38,21
247773,34,46,46,0,46,46,0,,,
247834,34,20139,9428,10711,7732,4019,3713,12407,5409,6998
247940,34,1903,742,1161,739,319,420,1164,423,741
248192,34,4,0,4,4,0,4,,,
248527,34,79,1,78,79,1,78,,,
248606,34,90,27,63,74,20,54,16,7,9
248624,34,40,5,35,40,5,35,,,
248633,34,39,1,38,39,1,38,,,
248660,34,105,28,77,100,28,72,5,0,5
248703,34,115,2,113,28,1,27,87,1,86
248925,34,581,353,228,480,288,192,101,65,36
248934,34,10340,4247,6093,10340,4247,6093,,,
249061,34,45,1,44,22,1,21,23,0,23
249238,34,308,11,297,207,3,204,101,8,93
249609,34,133,82,51,133,82,51,,,
250027,34,225,55,170,225,55,170,,,
250285,34,285,256,29,178,157,21,107,99,8
250744,34,327,49,278,327,49,278,,,
250902,34,21,0,21,17,0,17,4,0,4
250993,34,479,250,229,22,4,18,457,246,211
251260,34,2549,1053,1496,1242,616,626,1307,437,870
251312,34,421,60,361,272,43,229,149,17,132
260336,34,11,0,11,11,0,11,,,
260363,34,7,1,6,7,1,6,,,
260372,34,170,34,136,51,8,43,119,26,93
260664,34,82,50,32,82,50,32,,,
260691,34,643,175,468,643,175,468,,,
260789,34,529,113,416,529,113,416,,,
260813,34,212,24,188,212,24,188,,,
260929,34,148,22,126,147,22,125,1,0,1
260965,34,74,2,72,74,2,72,,,
260992,34,296,18,278,104,4,100,192,14,178
261436,34,660,43,617,660,43,617,,,
261676,34,11,0,11,11,0,11,,,
261685,34,15,0,15,15,0,15,,,
261719,34,123,4,119,123,4,119,,,
261773,34,8,3,5,7,2,5,1,1,0
262031,34,3820,1521,2299,2127,900,1227,1693,621,1072
262086,34,4526,1448,3078,1907,694,1213,2619,754,1865
262129,34,486,186,300,470,178,292,16,8,8
262165,34,36,18,18,24,10,14,12,8,4
262341,34,262,221,41,262,221,41,,,
262369,34,15,0,15,15,0,15,,,
262457,34,396,51,345,396,51,345,,,
262466,34,23,10,13,23,10,13,,,
362700,34,220,21,199,211,19,192,9,2,7
363013,34,9,1,8,9,1,8,,,
363147,34,352,8,344,352,8,344,,,
363165,34,535,329,206,172,109,63,363,220,143
363633,34,313,112,201,130,53,77,183,59,124
363679,34,116,4,112,101,4,97,15,0,15
363712,34,53,53,0,53,53,0,,,
363882,34,75,0,75,75,0,75,,,
363907,34,357,232,125,238,149,89,119,83,36
363916,34,124,30,94,85,22,63,39,8,31
363934,34,721,564,157,339,264,75,382,300,82
364016,34,3208,1390,1818,956,533,423,2252,857,1395
364025,34,5973,2978,2995,2227,1223,1004,3746,1755,1991
364548,34,30,7,23,24,4,20,6,3,3
364575,34,4,0,4,4,0,4,,,
364627,34,66,24,42,36,7,29,30,17,13
364636,34,91,12,79,67,11,56,24,1,23
364760,34,20,1,19,10,0,10,10,1,9
364946,34,68,17,51,63,15,48,5,2,3
364964,34,14,2,12,14,2,12,,,
365091,34,257,22,235,257,22,235,,,
365125,34,136,4,132,136,4,132,,,
365198,34,150,68,82,49,7,42,101,61,40
365213,34,246,111,135,81,19,62,165,92,73
365240,34,19,13,6,19,13,6,,,
365374,34,319,157,162,222,81,141,97,76,21
365383,34,69,5,64,69,5,64,,,
365480,34,143,63,80,73,16,57,70,47,23
365505,34,3,0,3,3,0,3,,,
365693,34,143,1,142,143,1,142,,,
365763,34,15,1,14,15,1,14,,,
365824,34,52,2,50,52,2,50,,,
365833,34,50,4,46,50,4,46,,,
366003,34,251,111,140,116,38,78,135,73,62
366155,34,33,18,15,33,18,15,,,
366191,34,853,809,44,853,809,44,,,
366252,34,3130,1959,1171,2417,1713,704,713,246,467
366261,34,235,52,183,208,42,166,27,10,17
366270,34,247,17,230,247,17,230,,,
366289,34,1,1,0,1,1,0,,,
366340,34,151,38,113,115,32,83,36,6,30
366395,34,10699,4728,5971,6182,2957,3225,4517,1771,2746
366401,34,4931,2344,2587,1515,797,718,3416,1547,1869
366465,34,1415,427,988,601,183,418,814,244,570
366535,34,174,18,156,174,18,156,,,
366553,34,384,180,204,384,180,204,,,
366571,34,21,2,19,21,2,19,,,
366623,34,15,5,10,14,5,9,1,0,1
366711,34,11549,4815,6734,9326,3796,5530,2223,1019,1204
367051,34,38,0,38,25,0,25,13,0,13
367088,34,95,3,92,50,1,49,45,2,43
367103,34,56,42,14,56,42,14,,,
367112,34,104,20,84,100,19,81,4,1,3
367158,34,29,0,29,29,0,29,,,
367361,34,56,41,15,51,38,13,5,3,2
367431,34,12,0,12,12,0,12,,,
367459,34,3185,1300,1885,1011,452,559,2174,848,1326
367875,34,284,182,102,141,90,51,143,92,51
367884,34,161,56,105,103,27,76,58,29,29
367972,34,105,7,98,105,7,98,,,
367981,34,58,0,58,24,0,24,34,0,34
368230,34,65,4,61,36,3,33,29,1,28
368364,34,91,51,40,48,23,25,43,28,15
368407,34,33,1,32,9,0,9,24,1,23
368452,34,228,90,138,228,90,138,,,
368629,34,417,94,323,417,94,323,,,
368647,34,14,3,11,14,3,11,,,
368771,34,327,78,249,327,78,249,,,
368832,34,52,16,36,18,5,13,34,11,23
368911,34,809,166,643,160,56,104,649,110,539
369400,34,682,653,29,682,653,29,,,
369419,34,92,63,29,92,63,29,,,
369446,34,2,0,2,1,0,1,1,0,1
369455,34,171,40,131,171,40,131,,,
369516,34,143,17,126,143,17,126,,,
369668,34,29,14,15,23,8,15,6,6,0
369686,34,31,10,21,31,10,21,,,
369783,34,77,3,74,77,3,74,,,
369950,34,57,45,12,57,45,12,,,
371052,34,196,56,140,196,56,140,,,
371690,34,652,135,517,105,16,89,547,119,428
371830,34,112,63,49,112,63,49,,,
371928,34,88,25,63,88,25,63,,,
371964,34,381,300,81,381,300,81,,,
372028,34,80,9,71,80,9,71,,,
372073,34,106,28,78,106,28,78,,,
372082,34,44,16,28,44,16,28,,,
372240,34,36,0,36,34,0,34,2,0,2
372329,34,62,3,59,62,3,59,,,
372356,34,88,0,88,46,0,46,42,0,42
372462,34,105,22,83,100,22,78,5,0,5
372921,34,422,134,288,422,134,288,,,
373085,34,11,1,10,10,1,9,1,0,1
373216,34,34,12,22,34,12,22,,,
373456,34,9,0,9,6,0,6,3,0,3
373526,34,48,29,19,48,29,19,,,
373678,34,39,11,28,25,7,18,14,4,10
373696,34,59,30,29,44,22,22,15,8,7
373711,34,49,5,44,49,5,44,,,
373784,34,389,224,165,389,224,165,,,
374316,34,66,46,20,41,30,11,25,16,9
374343,34,20,0,20,20,0,20,,,
374574,34,453,65,388,283,53,230,170,12,158
374592,34,3,0,3,3,0,3,,,
375230,34,191,191,0,191,191,0,,,
375373,34,74,25,49,6,0,6,68,25,43
375407,34,53,5,48,48,4,44,5,1,4
375416,34,84,30,54,84,30,54,,,
375568,34,2,0,2,1,0,1,1,0,1
375656,34,7,1,6,7,1,6,,,
375683,34,80,53,27,51,34,17,29,19,10
375726,34,403,206,197,270,104,166,133,102,31
375939,34,91,19,72,91,19,72,,,
375966,34,177,6,171,102,4,98,75,2,73
375984,34,98,3,95,59,3,56,39,0,39
376224,34,123,28,95,98,24,74,25,4,21
376242,34,53,53,0,53,53,0,,,
376288,34,77,18,59,77,18,59,,,
376330,34,162,50,112,162,50,112,,,
376385,34,56,8,48,44,6,38,12,2,10
376446,34,93,1,92,22,0,22,71,1,70
376631,34,10,3,7,9,3,6,1,0,1
376677,34,125,63,62,123,62,61,2,1,1
376695,34,922,372,550,339,131,208,583,241,342
377111,34,127,63,64,127,63,64,,,
377193,34,13,0,13,4,0,4,9,0,9
377218,34,87,86,1,87,86,1,,,
377272,34,1,0,1,1,0,1,,,
377281,34,6,1,5,6,1,5,,,
377315,34,50,0,50,50,0,50,,,
377449,34,185,64,121,139,52,87,46,12,34
377458,34,142,53,89,75,34,41,67,19,48
377485,34,24,3,21,13,1,12,11,2,9
377546,34,95,33,62,85,27,58,10,6,4
377555,34,4042,2259,1783,3386,1875,1511,656,384,272
377564,34,3323,1738,1585,2924,1524,1400,399,214,185
377643,34,106,7,99,106,7,99,,,
377652,34,155,9,146,155,9,146,,,
377661,34,604,87,517,604,87,517,,,
377722,34,353,21,332,353,21,332,,,
377759,34,124,119,5,124,119,5,,,
378105,34,386,15,371,348,12,336,38,3,35
378576,34,83,17,66,22,8,14,61,9,52
378886,34,184,42,142,56,12,44,128,30,98
378956,34,471,431,40,471,431,40,,,
379621,34,80,7,73,57,6,51,23,1,22
379746,34,369,21,348,369,21,348,,,
379782,34,242,26,216,242,26,216,,,
380067,34,120,1,119,120,1,119,,,
380359,34,424,79,345,180,40,140,244,39,205
380368,34,363,121,242,167,60,107,196,61,135
380377,34,558,128,430,400,100,300,158,28,130
380438,34,691,93,598,691,93,598,,,
381255,34,65,51,14,65,51,14,,,
381282,34,62,30,32,62,30,32,,,
381325,34,109,32,77,109,32,77,,,
381370,34,53,2,51,23,1,22,30,1,29
381404,34,215,8,207,88,4,84,127,4,123
381486,34,12,0,12,12,0,12,,,
381699,34,12,0,12,8,0,8,4,0,4
381732,34,45,11,34,5,1,4,40,10,30
382258,34,54,3,51,48,2,46,6,1,5
382416,34,66,13,53,66,13,53,,,
382461,34,38,1,37,24,1,23,14,0,14
382780,34,57,1,56,53,1,52,4,0,4
382911,34,29,12,17,21,9,12,8,3,5
382957,34,339,126,213,335,125,210,4,1,3
383020,34,3,1,2,3,1,2,,,
383084,34,50,16,34,29,8,21,21,8,13
383163,34,116,4,112,25,0,25,91,4,87
383190,34,1069,420,649,412,226,186,657,194,463
383279,34,140,17,123,54,7,47,86,10,76
383297,34,100,3,97,14,0,14,86,3,83
383312,34,12,0,12,12,0,12,,,
383330,34,61,16,45,61,16,45,,,
383367,34,92,13,79,78,10,68,14,3,11
383464,34,64,4,60,64,4,60,,,
383765,34,63,5,58,36,3,33,27,2,25
383996,34,323,101,222,91,24,67,232,77,155
384236,34,749,318,431,749,318,431,,,
384245,34,873,527,346,873,527,346,,,
384254,34,371,232,139,362,227,135,9,5,4
384333,34,4847,1821,3026,1461,610,851,3386,1211,2175
384342,34,2270,935,1335,938,441,497,1332,494,838
384412,34,104,55,49,104,55,49,,,
384421,34,65,65,0,65,65,0,,,
385132,34,109,8,101,55,5,50,54,3,51
385503,34,183,15,168,183,15,168,,,
385619,34,1981,948,1033,1981,948,1033,,,
386153,34,110,0,110,89,0,89,21,0,21
386472,34,622,102,520,297,60,237,325,42,283
387925,34,69,8,61,69,8,61,,,
388520,34,447,266,181,96,58,38,351,208,143
389860,34,93,42,51,61,24,37,32,18,14
390905,34,76,39,37,26,16,10,50,23,27
391005,34,119,3,116,119,3,116,,,
391759,34,18,0,18,,,,18,0,18
392257,34,3076,226,2850,3076,226,2850,,,
392354,34,16,7,9,16,7,9,,,
392415,34,270,92,178,270,92,178,,,
393649,34,1195,435,760,1195,435,760,,,
393861,34,284,51,233,279,47,232,5,4,1
395362,34,886,267,619,268,80,188,618,187,431
395690,34,74,52,22,74,52,22,,,
397942,34,840,291,549,840,291,549,,,
399212,34,8753,5702,3051,1435,667,768,7318,5035,2283
399869,34,440,415,25,440,415,25,,,
399911,34,338,125,213,338,125,213,,,
400080,34,262,153,109,262,153,109,,,
400187,34,397,41,356,253,26,227,144,15,129
400558,34,61,27,34,61,27,34,,,
401223,34,173,48,125,99,20,79,74,28,46
401764,34,149,1,148,28,0,28,121,1,120
402563,34,134,8,126,134,8,126,,,
402800,34,130,3,127,117,2,115,13,1,12
403469,34,173,55,118,97,36,61,76,19,57
403478,34,207,58,149,150,51,99,57,7,50
403487,34,298,114,184,229,94,135,69,20,49
404055,34,264,34,230,264,34,230,,,
404338,34,27,14,13,27,14,13,,,
404426,34,2022,899,1123,545,287,258,1477,612,865
404684,34,124,27,97,124,27,97,,,
404718,34,38,0,38,38,0,38,,,
404912,34,608,120,488,608,120,488,,,
405012,34,35,0,35,35,0,35,,,
405058,34,117,117,0,117,117,0,,,
