UNITID,EFLEVEL,EFTOTAL,EFMEN,EFWOM,EFFT,EFFTMEN,EFFTWOM,EFPT,EFPTMEN,EFPTWOM
215008,34,52,50,2,52,50,2,,,
215044,34,67,11,56,67,11,56,,,
215053,34,217,62,155,195,51,144,22,11,11
215062,34,8353,3698,4655,7880,3542,4338,473,156,317
215105,34,814,275,539,789,269,520,25,6,19
215114,34,522,264,258,485,245,240,37,19,18
215239,34,8431,2705,5726,2655,953,1702,5776,1752,4024
215266,34,670,301,369,637,289,348,33,12,21
215275,34,934,378,556,882,349,533,52,29,23
215284,34,1460,823,637,1419,796,623,41,27,14
215293,34,15640,6652,8988,15017,6354,8663,623,298,325
215309,34,15,0,15,11,0,11,4,0,4
215381,34,396,372,24,396,372,24,,,
215390,34,340,71,269,70,11,59,270,60,210
215415,34,603,372,231,492,314,178,111,58,53
215442,34,1801,649,1152,1592,571,1021,209,78,131
215479,34,55,3,52,55,3,52,,,
215530,34,22,0,22,8,0,8,14,0,14
215585,34,2443,719,1724,491,197,294,1952,522,1430
215594,34,250,42,208,187,34,153,63,8,55
215637,34,85,41,44,85,41,44,,,
215655,34,2100,1179,921,1963,1104,859,137,75,62
215682,34,235,214,21,235,214,21,,,
215691,34,365,177,188,262,126,136,103,51,52
215743,34,1146,403,743,1003,378,625,143,25,118
215770,34,3546,1639,1907,3398,1567,1831,148,72,76
215798,34,971,575,396,954,561,393,17,14,3
215886,34,27,14,13,11,8,3,16,6,10
215929,34,2561,1130,1431,2480,1081,1399,81,49,32
215947,34,1262,426,836,1130,391,739,132,35,97
215974,34,554,71,483,436,60,376,118,11,107
215983,34,37,6,31,19,4,15,18,2,16
215992,34,70,33,37,69,32,37,1,1,0
216010,34,3083,1511,1572,2826,1378,1448,257,133,124
216038,34,5191,2354,2837,4799,2166,2633,392,188,204
216047,34,29,29,0,24,24,0,5,5,0
216074,34,138,1,137,99,1,98,39,0,39
216083,34,162,49,113,150,49,101,12,0,12
216162,34,340,40,300,340,40,300,,,
216223,34,32,1,31,32,1,31,,,
216278,34,1542,666,876,1528,661,867,14,5,9
216287,34,1212,582,630,1211,581,630,1,1,0
216296,34,759,676,83,714,639,75,45,37,8
216311,34,86,86,0,86,86,0,,,
216339,34,17486,7863,9623,16123,7127,8996,1363,736,627
216357,34,554,277,277,547,273,274,7,4,3
216366,34,2926,758,2168,2582,691,1891,344,67,277
216436,34,81,73,8,81,73,8,,,
216445,34,68,62,6,68,62,6,,,
216454,34,60,53,7,60,53,7,,,
216524,34,1072,554,518,1068,551,517,4,3,1
216542,34,374,183,191,326,165,161,48,18,30
216551,34,50,43,7,45,39,6,5,4,1
216579,34,30,0,30,30,0,30,,,
216597,34,5256,2438,2818,5073,2328,2745,183,110,73
216630,34,39,6,33,39,6,33,,,
216667,34,840,443,397,837,441,396,3,2,1
216694,34,745,333,412,703,317,386,42,16,26
216746,34,31,29,2,25,24,1,6,5,1
216764,34,10980,4504,6476,9733,4003,5730,1247,501,746
216773,34,126,17,109,126,17,109,,,
216807,34,741,347,394,739,345,394,2,2,0
216825,34,2080,592,1488,781,265,516,1299,327,972
216852,34,1871,764,1107,1690,718,972,181,46,135
216931,34,1380,621,759,1298,594,704,82,27,55
216940,34,193,193,0,193,193,0,,,
217013,34,546,96,450,386,86,300,160,10,150
217040,34,25,25,0,25,25,0,,,
217059,34,2382,1050,1332,2116,926,1190,266,124,142
217077,34,313,106,207,313,106,207,,,
217156,34,5578,2735,2843,5516,2706,2810,62,29,33
217165,34,2288,1495,793,2272,1483,789,16,12,4
217235,34,2857,1104,1753,2712,1027,1685,145,77,68
217305,34,1219,653,566,1081,589,492,138,64,74
217323,34,328,308,20,328,308,20,,,
217402,34,2973,1397,1576,2887,1347,1540,86,50,36
217420,34,3817,1162,2655,3143,964,2179,674,198,476
217475,34,8434,3024,5410,2637,1119,1518,5797,1905,3892
217484,34,10533,4529,6004,9797,4143,5654,736,386,350
217493,34,1586,504,1082,1586,504,1082,,,
217518,34,2935,1461,1474,2664,1313,1351,271,148,123
217536,34,1550,490,1060,1502,481,1021,48,9,39
217581,34,74,6,68,54,5,49,20,1,19
217606,34,82,47,35,60,33,27,22,14,8
217615,34,1349,399,950,399,139,260,950,260,690
217624,34,465,268,197,456,264,192,9,4,5
217633,34,2231,786,1445,2139,749,1390,92,37,55
217688,34,1991,749,1242,1847,691,1156,144,58,86
217712,34,1271,340,931,301,100,201,970,240,730
217721,34,1234,583,651,1200,558,642,34,25,9
217749,34,1660,775,885,1572,738,834,88,37,51
217776,34,612,234,378,464,203,261,148,31,117
217794,34,35,1,34,22,1,21,13,0,13
217819,34,7729,2612,5117,7240,2383,4857,489,229,260
217828,34,20,0,20,14,0,14,6,0,6
217837,34,561,144,417,156,42,114,405,102,303
217864,34,1963,1675,288,1814,1561,253,149,114,35
217873,34,1270,350,920,1156,328,828,114,22,92
217882,34,18284,8819,9465,17637,8442,9195,647,377,270
217891,34,46,15,31,43,14,29,3,1,2
217907,34,635,255,380,594,239,355,41,16,25
217925,34,574,298,276,456,243,213,118,55,63
217934,34,1041,177,864,714,134,580,327,43,284
217961,34,620,160,460,597,156,441,23,4,19
217989,34,367,147,220,192,93,99,175,54,121
217998,34,520,349,171,518,347,171,2,2,0
218025,34,2062,634,1428,732,321,411,1330,313,1017
218061,34,2008,718,1290,1851,661,1190,157,57,100
218070,34,1702,724,978,1675,702,973,27,22,5
218113,34,6791,2569,4222,2875,1221,1654,3916,1348,2568
218140,34,4727,1539,3188,2194,875,1319,2533,664,1869
218159,34,107,5,102,77,4,73,30,1,29
218195,34,105,4,101,71,4,67,34,0,34
218229,34,2538,816,1722,2374,757,1617,164,59,105
218238,34,1180,554,626,963,468,495,217,86,131
218335,34,281,27,254,269,27,242,12,0,12
218353,34,5601,2037,3564,2172,968,1204,3429,1069,2360
218399,34,295,141,154,283,134,149,12,7,5
218414,34,992,533,459,971,524,447,21,9,12
218441,34,1281,589,692,1210,564,646,71,25,46
218487,34,1185,255,930,455,142,313,730,113,617
218520,34,3035,846,2189,1081,372,709,1954,474,1480
218539,34,597,310,287,592,307,285,5,3,2
218645,34,2189,804,1385,1766,675,1091,423,129,294
218654,34,1455,471,984,1225,403,822,230,68,162
218663,34,20794,9067,11727,19934,8593,11341,860,474,386
218672,34,308,130,178,246,103,143,62,27,35
218681,34,133,53,80,103,46,57,30,7,23
218690,34,353,177,176,221,116,105,132,61,71
218706,34,143,69,74,122,62,60,21,7,14
218724,34,7134,3253,3881,6732,3063,3669,402,190,212
218733,34,1678,733,945,1533,670,863,145,63,82
218742,34,3334,1154,2180,2770,954,1816,564,200,364
218821,34,584,265,319,560,247,313,24,18,6
218830,34,3852,1321,2531,1510,596,914,2342,725,1617
218858,34,1736,461,1275,384,154,230,1352,307,1045
218885,34,2951,1248,1703,1374,679,695,1577,569,1008
218894,34,8627,2890,5737,2930,1113,1817,5697,1777,3920
218919,34,331,148,183,313,136,177,18,12,6
218955,34,299,52,247,44,6,38,255,46,209
218964,34,2557,909,1648,2345,832,1513,212,77,135
218973,34,1363,649,714,1357,646,711,6,3,3
218991,34,2753,944,1809,1144,469,675,1609,475,1134
219000,34,1362,526,836,1322,503,819,40,23,17
219037,34,30,0,30,28,0,28,2,0,2
219046,34,1446,482,964,1099,376,723,347,106,241
219082,34,1577,1062,515,1121,753,368,456,309,147
219091,34,477,210,267,420,199,221,57,11,46
219125,34,64,3,61,57,1,56,7,2,5
219143,34,1075,537,538,792,474,318,283,63,220
219189,34,525,308,217,388,247,141,137,61,76
219198,34,539,294,245,473,249,224,66,45,21
219204,34,748,362,386,83,51,32,665,311,354
219240,34,32,19,13,5,2,3,27,17,10
219259,34,920,392,528,692,312,380,228,80,148
219277,34,1037,275,762,449,129,320,588,146,442
219347,34,1546,1206,340,1248,975,273,298,231,67
219356,34,6524,3015,3509,5484,2601,2883,1040,414,626
219374,34,502,95,407,207,46,161,295,49,246
219383,34,948,378,570,856,335,521,92,43,49
219392,34,27,4,23,27,4,23,,,
219408,34,161,56,105,110,40,70,51,16,35
219426,34,1040,451,589,553,309,244,487,142,345
219453,34,124,2,122,124,2,122,,,
219471,34,3872,1369,2503,3217,1130,2087,655,239,416
219480,34,532,223,309,349,169,180,183,54,129
219505,34,44,29,15,34,22,12,10,7,3
219587,34,41,0,41,41,0,41,,,
219596,34,319,247,72,169,120,49,150,127,23
219602,34,5720,2374,3346,3956,1592,2364,1764,782,982
219639,34,630,51,579,234,24,210,396,27,369
219709,34,5637,1922,3715,5373,1808,3565,264,114,150
219718,34,1269,702,567,1189,660,529,80,42,38
219790,34,621,312,309,516,267,249,105,45,60
219806,34,1007,478,529,977,459,518,30,19,11
219824,34,3398,1220,2178,1721,688,1033,1677,532,1145
219833,34,753,342,411,704,323,381,49,19,30
219851,34,41,0,41,41,0,41,,,
219879,34,1266,559,707,748,349,399,518,210,308
219888,34,2431,896,1535,1418,568,850,1013,328,685
219903,34,69,5,64,69,5,64,,,
219949,34,1381,606,775,1263,568,695,118,38,80
219976,34,2310,901,1409,2161,841,1320,149,60,89
219994,34,483,309,174,457,285,172,26,24,2
220057,34,1400,384,1016,692,262,430,708,122,586
220075,34,7666,3072,4594,6515,2607,3908,1151,465,686
220118,34,206,19,187,206,19,187,,,
220127,34,381,203,178,357,179,178,24,24,0
220163,34,24,0,24,10,0,10,14,0,14
220181,34,630,213,417,611,204,407,19,9,10
220206,34,174,98,76,118,70,48,56,28,28
220215,34,975,446,529,950,433,517,25,13,12
220251,34,200,130,70,159,94,65,41,36,5
220279,34,167,125,42,124,88,36,43,37,6
220321,34,245,130,115,205,111,94,40,19,21
220394,34,157,90,67,156,90,66,1,0,1
220400,34,1536,426,1110,837,270,567,699,156,543
220464,34,142,45,97,48,13,35,94,32,62
220473,34,522,254,268,456,220,236,66,34,32
220491,34,183,3,180,105,1,104,78,2,76
220516,34,809,310,499,715,273,442,94,37,57
220552,34,5597,623,4974,4341,505,3836,1256,118,1138
220598,34,612,337,275,584,320,264,28,17,11
220604,34,412,158,254,365,140,225,47,18,29
220613,34,2159,852,1307,1880,708,1172,279,144,135
220631,34,1119,343,776,918,308,610,201,35,166
220640,34,266,135,131,236,106,130,30,29,1
220701,34,642,260,382,589,243,346,53,17,36
220710,34,711,333,378,700,329,371,11,4,7
220756,34,79,67,12,75,64,11,4,3,1
220765,34,258,48,210,172,32,140,86,16,70
220853,34,847,573,274,676,454,222,171,119,52
220862,34,11054,4358,6696,8686,3448,5238,2368,910,1458
220978,34,12989,6256,6733,10805,5214,5591,2184,1042,1142
221050,34,463,319,144,420,283,137,43,36,7
221096,34,2479,930,1549,1395,583,812,1084,347,737
221102,34,475,341,134,324,229,95,151,112,39
221148,34,802,738,64,802,738,64,,,
221184,34,3635,1235,2400,1552,567,985,2083,668,1415
221236,34,476,268,208,366,210,156,110,58,52
221281,34,156,60,96,144,57,87,12,3,9
221333,34,207,132,75,128,73,55,79,59,20
221351,34,1448,592,856,1409,583,826,39,9,30
221397,34,2201,726,1475,1172,448,724,1029,278,751
221430,34,258,164,94,158,107,51,100,57,43
221485,34,3904,1186,2718,1670,558,1112,2234,628,1606
221494,34,291,228,63,244,196,48,47,32,15
221519,34,1149,545,604,1138,541,597,11,4,7
221582,34,125,88,37,106,77,29,19,11,8
221591,34,277,162,115,237,144,93,40,18,22
221607,34,214,143,71,146,90,56,68,53,15
221616,34,405,269,136,390,258,132,15,11,4
221625,34,565,340,225,554,332,222,11,8,3
221643,34,4324,2113,2211,2243,1083,1160,2081,1030,1051
221661,34,1915,881,1034,1649,761,888,266,120,146
221731,34,664,246,418,596,218,378,68,28,40
221740,34,7497,3140,4357,6616,2707,3909,881,433,448
221759,34,22069,10095,11974,21143,9620,11523,926,475,451
221768,34,3482,1356,2126,3172,1244,1928,310,112,198
221829,34,227,7,220,227,7,220,,,
221838,34,4728,1617,3111,4152,1403,2749,576,214,362
221847,34,6507,3567,2940,5848,3214,2634,659,353,306
221892,34,1322,519,803,953,409,544,369,110,259
221908,34,3130,1617,1513,1510,720,790,1620,897,723
221953,34,687,343,344,616,317,299,71,26,45
221971,34,1308,463,845,1182,425,757,126,38,88
221999,34,5521,2635,2886,5467,2606,2861,54,29,25
222053,34,3411,1267,2144,1868,755,1113,1543,512,1031
222062,34,2338,840,1498,1319,542,777,1019,298,721
222105,34,224,210,14,103,101,2,121,109,12
222178,34,2267,900,1367,2188,869,1319,79,31,48
222567,34,2861,1181,1680,772,369,403,2089,812,1277
222576,34,5856,1910,3946,2263,889,1374,3593,1021,2572
222628,34,110,30,80,29,8,21,81,22,59
222822,34,1635,491,1144,707,239,468,928,252,676
222831,34,4073,1784,2289,3504,1494,2010,569,290,279
222877,34,171,110,61,164,105,59,7,5,2
222886,34,130,9,121,130,9,121,,,
222983,34,829,406,423,827,404,423,2,2,0
222992,34,21259,8903,12356,5635,2768,2867,15624,6135,9489
223056,34,7,0,7,7,0,7,,,
223083,34,524,88,436,167,18,149,357,70,287
223117,34,46,36,10,2,2,0,44,34,10
223232,34,11690,4724,6966,11473,4629,6844,217,95,122
223320,34,1132,321,811,356,113,243,776,208,568
223427,34,10420,5067,5353,4918,2587,2331,5502,2480,3022
223463,34,148,51,97,148,51,97,,,
223472,34,167,21,146,167,21,146,,,
223506,34,2231,1003,1228,294,153,141,1937,850,1087
223816,34,4536,1869,2667,719,292,427,3817,1577,2240
223852,34,46,0,46,46,0,46,,,
223898,34,1839,647,1192,681,272,409,1158,375,783
223922,34,786,355,431,330,137,193,456,218,238
224004,34,1156,365,791,968,320,648,188,45,143
224013,34,3,0,3,3,0,3,,,
224110,34,4336,1713,2623,1307,516,791,3029,1197,1832
224147,34,5740,2297,3443,4005,1579,2426,1735,718,1017
224156,34,276,8,268,210,6,204,66,2,64
224226,34,1947,824,1123,1588,684,904,359,140,219
224244,34,183,122,61,154,104,50,29,18,11
224271,34,445,99,346,232,55,177,213,44,169
224323,34,1055,482,573,1026,471,555,29,11,18
224350,34,8189,3434,4755,1142,497,645,7047,2937,4110
224527,34,988,457,531,882,426,456,106,31,75
224545,34,1486,582,904,1066,462,604,420,120,300
224554,34,7145,2803,4342,4718,1828,2890,2427,975,1452
224615,34,33649,13415,20234,9484,4210,5274,24165,9205,14960
224642,34,19154,8180,10974,4511,1965,2546,14643,6215,8428
224660,34,542,284,258,431,236,195,111,48,63
224679,34,844,711,133,475,393,82,369,318,51
224758,34,14,0,14,8,0,8,6,0,6
224828,34,31,0,31,28,0,28,3,0,3
224891,34,429,144,285,249,83,166,180,61,119
224961,34,1202,346,856,344,130,214,858,216,642
225043,34,1,0,1,1,0,1,,,
225070,34,2253,859,1394,1042,421,621,1211,438,773
225201,34,677,413,264,677,413,264,,,
225247,34,919,430,489,874,408,466,45,22,23
225308,34,2886,1086,1800,688,269,419,2198,817,1381
225371,34,1766,641,1125,667,298,369,1099,343,756
225399,34,2048,776,1272,1513,600,913,535,176,359
225414,34,5644,2139,3505,2851,1065,1786,2793,1074,1719
225423,34,29811,11680,18131,9438,4115,5323,20373,7565,12808
225432,34,11321,4199,7122,4932,1931,3001,6389,2268,4121
225502,34,2457,905,1552,1029,379,650,1428,526,902
225511,34,31523,15348,16175,22339,10528,11811,9184,4820,4364
225520,34,1180,316,864,601,174,427,579,142,437
225548,34,507,266,241,456,243,213,51,23,28
225575,34,805,349,456,544,282,262,261,67,194
225627,34,3478,1256,2222,2957,1053,1904,521,203,318
225876,34,99,50,49,86,46,40,13,4,9
225885,34,579,267,312,531,246,285,48,21,27
225991,34,61,32,29,61,32,29,,,
226019,34,2182,739,1443,1178,453,725,1004,286,718
226091,34,6390,2564,3826,4546,1785,2761,1844,779,1065
226107,34,1114,306,808,519,178,341,595,128,467
226116,34,983,267,716,355,120,235,628,147,481
226134,34,3490,1408,2082,1453,578,875,2037,830,1207
226152,34,5120,1971,3149,3896,1534,2362,1224,437,787
226204,34,3599,2020,1579,677,425,252,2922,1595,1327
226231,34,1167,726,441,974,645,329,193,81,112
226277,34,864,793,71,864,793,71,,,
226383,34,926,365,561,854,347,507,72,18,54
226408,34,2529,909,1620,703,302,401,1826,607,1219
226471,34,2134,765,1369,1983,712,1271,151,53,98
226578,34,3899,1129,2770,1504,496,1008,2395,633,1762
226587,34,790,410,380,713,380,333,77,30,47
226675,34,333,57,276,333,57,276,,,
226806,34,4142,1675,2467,960,351,609,3182,1324,1858
226833,34,3237,1172,2065,2373,904,1469,864,268,596
226860,34,19,0,19,19,0,19,,,
226879,34,167,31,136,64,15,49,103,16,87
226903,34,877,343,534,877,343,534,,,
227058,34,90,1,89,90,1,89,,,
227146,34,2874,1038,1836,1262,538,724,1612,500,1112
227182,34,36792,14703,22089,10676,4882,5794,26116,9821,16295
227216,34,26754,12302,14452,21154,9526,11628,5600,2776,2824
227225,34,1494,466,1028,703,244,459,791,222,569
227298,34,78,68,10,78,68,10,,,
227304,34,3136,1043,2093,1460,460,1000,1676,583,1093
227313,34,151,5,146,46,2,44,105,3,102
227322,34,177,4,173,60,1,59,117,3,114
227331,34,820,267,553,707,244,463,113,23,90
227368,34,21392,8838,12554,15711,6345,9366,5681,2493,3188
227377,34,2500,1073,1427,1053,481,572,1447,592,855
227386,34,1023,266,757,573,180,393,450,86,364
227401,34,1725,603,1122,946,362,584,779,241,538
227429,34,443,162,281,230,102,128,213,60,153
227526,34,6415,2176,4239,5756,1910,3846,659,266,393
227687,34,569,212,357,390,170,220,179,42,137
227748,34,247,225,22,176,161,15,71,64,7
227757,34,3441,1761,1680,3351,1713,1638,90,48,42
227845,34,2070,822,1248,1922,760,1162,148,62,86
227854,34,8387,3276,5111,897,444,453,7490,2832,4658
227863,34,2154,892,1262,1724,660,1064,430,232,198
227881,34,14537,5433,9104,11135,4169,6966,3402,1264,2138
227924,34,12479,4751,7728,2342,931,1411,10137,3820,6317
227979,34,16602,6546,10056,4947,2090,2857,11655,4456,7199
228042,34,746,343,403,722,338,384,24,5,19
228088,34,19,1,18,19,1,18,,,
228149,34,1381,554,827,1311,524,787,70,30,40
228158,34,4890,1812,3078,2643,1149,1494,2247,663,1584
228185,34,18,14,4,18,14,4,,,
228200,34,90,37,53,89,37,52,1,0,1
228219,34,403,168,235,391,164,227,12,4,8
228246,34,5514,2699,2815,5355,2612,2743,159,87,72
228282,34,5,2,3,5,2,3,,,
228316,34,2108,751,1357,900,349,551,1208,402,806
228325,34,1080,519,561,953,465,488,127,54,73
228343,34,1051,478,573,1038,471,567,13,7,6
228431,34,6674,2441,4233,5720,2090,3630,954,351,603
228459,34,26617,10875,15742,21424,8577,12847,5193,2298,2895
228468,34,423,189,234,385,169,216,38,20,18
228486,34,55,17,38,46,11,35,9,6,3
228501,34,1155,460,695,655,325,330,500,135,365
228529,34,9561,3584,5977,6710,2508,4202,2851,1076,1775
228547,34,34320,14337,19983,5419,2480,2939,28901,11857,17044
228608,34,2416,725,1691,806,263,543,1610,462,1148
228644,34,864,246,618,731,172,559,133,74,59
228653,34,559,101,458,479,83,396,80,18,62
228699,34,1220,344,876,506,168,338,714,176,538
228705,34,3419,1688,1731,2875,1443,1432,544,245,299
228723,34,45346,24264,21082,40775,21803,18972,4571,2461,2110
228769,34,25601,10197,15404,15591,6995,8596,10010,3202,6808
228778,34,32715,13870,18845,30387,12703,17684,2328,1167,1161
228787,34,17157,9747,7410,14107,7939,6168,3050,1808,1242
228796,34,16600,7485,9115,11452,5206,6246,5148,2279,2869
228802,34,5685,2238,3447,3966,1599,2367,1719,639,1080
228875,34,8431,3228,5203,8235,3139,5096,196,89,107
228884,34,398,242,156,358,220,138,40,22,18
228909,34,17,5,12,,,,17,5,12
228981,34,972,423,549,938,406,532,34,17,17
229018,34,3448,1280,2168,2563,920,1643,885,360,525
229027,34,23809,11551,12258,17633,8349,9284,6176,3202,2974
229063,34,4962,1675,3287,4193,1421,2772,769,254,515
229115,34,25226,12950,12276,22440,11454,10986,2786,1496,1290
229160,34,1174,517,657,1058,485,573,116,32,84
229179,34,7331,657,6674,5286,444,4842,2045,213,1832
229267,34,1859,871,988,1821,843,978,38,28,10
229300,34,460,65,395,405,57,348,55,8,47
229337,34,1374,182,1192,1214,158,1056,160,24,136
229355,34,6129,2108,4021,2696,1069,1627,3433,1039,2394
229416,34,1322,1243,79,1322,1243,79,,,
229425,34,59,0,59,20,0,20,39,0,39
229504,34,1306,437,869,337,124,213,969,313,656
229522,34,28,3,25,12,0,12,16,3,13
229540,34,1837,524,1313,509,228,281,1328,296,1032
229656,34,330,10,320,129,6,123,201,4,197
229780,34,1801,848,953,1126,531,595,675,317,358
229799,34,3295,1065,2230,945,340,605,2350,725,1625
229814,34,5505,2262,3243,4168,1691,2477,1337,571,766
229832,34,274,153,121,137,67,70,137,86,51
229841,34,3454,1420,2034,1265,610,655,2189,810,1379
229887,34,393,180,213,373,173,200,20,7,13
230010,34,1148,703,445,452,216,236,696,487,209
230038,34,26154,12952,13202,23392,11629,11763,2762,1323,1439
230047,34,2477,1031,1446,2361,990,1371,116,41,75
230065,34,224,4,220,79,2,77,145,2,143
230144,34,28,0,28,28,0,28,,,
230162,34,1919,1151,768,383,153,230,1536,998,538
230171,34,6223,2609,3614,4824,2023,2801,1399,586,813
230199,34,17,1,16,17,1,16,,,
230205,34,40,2,38,26,2,24,14,0,14
230214,34,262,40,222,100,13,87,162,27,135
230366,34,232,33,199,232,33,199,,,
230418,34,2904,1407,1497,1115,602,513,1789,805,984
230490,34,1483,820,663,212,77,135,1271,743,528
230597,34,1928,920,1008,1498,747,751,430,173,257
230603,34,7252,3256,3996,5959,2687,3272,1293,569,724
230676,34,173,96,77,45,21,24,128,75,53
230728,34,15954,7483,8471,12604,5976,6628,3350,1507,1843
230737,34,22823,11928,10895,14501,7572,6929,8322,4356,3966
230746,34,13558,6120,7438,3924,1775,2149,9634,4345,5289
230764,34,20481,10660,9821,16901,8835,8066,3580,1825,1755
230782,34,12346,5187,7159,7896,3430,4466,4450,1757,2693
230807,34,654,260,394,625,246,379,29,14,15
230816,34,544,181,363,521,158,363,23,23,0
230852,34,2324,1435,889,1670,1046,624,654,389,265
230861,34,2499,623,1876,418,132,286,2081,491,1590
230889,34,109,36,73,86,27,59,23,9,14
230959,34,2170,1018,1152,2157,1014,1143,13,4,9
230995,34,1969,1425,544,1573,1085,488,396,340,56
231004,34,60,2,58,60,2,58,,,
231059,34,832,397,435,816,389,427,16,8,8
231095,34,59,28,31,47,21,26,12,7,5
231165,34,3005,1259,1746,2142,1004,1138,863,255,608
231174,34,8718,3161,5557,8440,3024,5416,278,137,141
231280,34,43,2,41,31,2,29,12,0,12
231411,34,260,239,21,260,239,21,,,
231420,34,877,410,467,773,375,398,104,35,69
231536,34,1930,753,1177,603,292,311,1327,461,866
231554,34,503,253,250,447,233,214,56,20,36
231581,34,959,471,488,956,470,486,3,1,2
231624,34,5330,2189,3141,5263,2165,3098,67,24,43
231651,34,3639,1401,2238,2031,798,1233,1608,603,1005
231688,34,9,0,9,6,0,6,3,0,3
231697,34,1524,612,912,410,207,203,1114,405,709
231712,34,3239,1528,1711,3159,1487,1672,80,41,39
231785,34,1183,159,1024,580,127,453,603,32,571
231873,34,314,114,200,141,70,71,173,44,129
231882,34,983,331,652,437,205,232,546,126,420
232016,34,8,5,3,1,0,1,7,5,2
232025,34,768,361,407,748,348,400,20,13,7
232043,34,613,244,369,586,229,357,27,15,12
232052,34,275,83,192,77,32,45,198,51,147
232089,34,506,303,203,493,298,195,13,5,8
232186,34,22633,11496,11137,17715,8884,8831,4918,2612,2306
232195,34,4106,1416,2690,1297,533,764,2809,883,1926
232256,34,636,635,1,634,633,1,2,2,0
232265,34,2048,672,1376,1945,632,1313,103,40,63
232308,34,481,0,481,480,0,480,1,0,1
232414,34,4133,1518,2615,1372,594,778,2761,924,1837
232423,34,15575,6723,8852,14558,6285,8273,1017,438,579
232450,34,4187,1696,2491,1226,540,686,2961,1156,1805
232557,34,43640,19117,24523,27149,11494,15655,16491,7623,8868
232566,34,2164,674,1490,2050,631,1419,114,43,71
232575,34,2254,728,1526,672,276,396,1582,452,1130
232609,34,1121,414,707,1085,400,685,36,14,22
232618,34,212,24,188,31,3,28,181,21,160
232672,34,889,190,699,695,161,534,194,29,165
232681,34,2746,1043,1703,2300,887,1413,446,156,290
232706,34,1385,511,874,1288,476,812,97,35,62
232724,34,20,2,18,20,2,18,,,
232788,34,846,284,562,439,169,270,407,115,292
232797,34,566,97,469,244,62,182,322,35,287
232867,34,1335,659,676,604,333,271,731,326,405
232885,34,239,12,227,229,12,217,10,0,10
232919,34,331,291,40,234,207,27,97,84,13
232937,34,3992,1292,2700,3484,1149,2335,508,143,365
232946,34,23407,11111,12296,8427,4331,4096,14980,6780,8200
232982,34,14804,6740,8064,10895,4983,5912,3909,1757,2152
233019,34,976,425,551,475,230,245,501,195,306
233037,34,444,121,323,185,72,113,259,49,210
233082,34,91,7,84,25,2,23,66,5,61
233116,34,2301,851,1450,535,240,295,1766,611,1155
233277,34,4506,1587,2919,4059,1478,2581,447,109,338
233286,34,126,19,107,75,14,61,51,5,46
233295,34,1058,480,578,1025,456,569,33,24,9
233301,34,320,122,198,320,122,198,,,
233310,34,961,286,675,198,77,121,763,209,554
233329,34,408,22,386,408,22,386,,,
233338,34,376,159,217,288,127,161,88,32,56
233356,34,527,47,480,409,35,374,118,12,106
233374,34,2169,994,1175,2065,945,1120,104,49,55
233408,34,320,29,291,257,27,230,63,2,61
233426,34,1270,583,687,1229,567,662,41,16,25
233480,34,31,4,27,31,4,27,,,
233541,34,1642,696,946,1569,670,899,73,26,47
233602,34,55,30,25,46,26,20,9,4,5
233611,34,666,346,320,635,327,308,31,19,12
233639,34,1457,433,1024,371,76,295,1086,357,729
233648,34,1075,343,732,569,208,361,506,135,371
233666,34,3,0,3,2,0,2,1,0,1
233684,34,1938,646,1292,324,209,115,1614,437,1177
233718,34,325,0,325,323,0,323,2,0,2
233754,34,2985,1203,1782,1039,490,549,1946,713,1233
233772,34,8806,3425,5381,3147,1327,1820,5659,2098,3561
233897,34,924,357,567,539,260,279,385,97,288
233903,34,951,300,651,352,142,210,599,158,441
233921,34,23239,13450,9789,22402,12867,9535,837,583,254
233949,34,2671,1014,1657,870,383,487,1801,631,1170
234030,34,16278,5918,10360,14050,5062,8988,2228,856,1372
234076,34,13349,5828,7521,12755,5585,7170,594,243,351
234085,34,1113,971,142,1113,971,142,,,
234119,34,114,47,67,80,29,51,34,18,16
234137,34,103,101,2,80,79,1,23,22,1
234155,34,3339,1359,1980,3134,1273,1861,205,86,119
234164,34,738,337,401,668,303,365,70,34,36
234173,34,874,371,503,786,340,446,88,31,57
234207,34,1382,674,708,1382,674,708,,,
234377,34,825,209,616,356,113,243,469,96,373
234669,34,5506,2377,3129,2871,1256,1615,2635,1121,1514
234696,34,1167,537,630,792,411,381,375,126,249
234711,34,913,356,557,564,235,329,349,121,228
234827,34,6513,3024,3489,5498,2550,2948,1015,474,541
234845,34,1043,418,625,677,278,399,366,140,226
234915,34,1068,469,599,133,66,67,935,403,532
234924,34,244,30,214,244,30,214,,,
234933,34,3358,1257,2101,1680,649,1031,1678,608,1070
234951,34,1874,662,1212,1199,527,672,675,135,540
234979,34,2978,1098,1880,1583,606,977,1395,492,903
235024,34,317,105,212,294,101,193,23,4,19
235088,34,145,132,13,145,132,13,,,
235097,34,5163,2298,2865,4552,2013,2539,611,285,326
235103,34,2716,1203,1513,1295,624,671,1421,579,842
235149,34,3167,1264,1903,1500,624,876,1667,640,1027
235167,34,1678,633,1045,1500,567,933,178,66,112
235237,34,3425,1170,2255,1812,621,1191,1613,549,1064
235307,34,75,5,70,75,5,70,,,
235316,34,3844,1788,2056,3787,1756,2031,57,32,25
235334,34,802,302,500,468,184,284,334,118,216
