,UNITID,EFLEVEL,EFTOTAL
29434,170620,35,190
29435,170639,35,142
29436,170657,35,672
29437,170675,35,87
29438,170790,35,717
29439,170806,35,261
29440,170967,35,89
29441,170976,35,1414
29442,171100,35,1546
29443,171128,35,173
29444,171137,35,562
29445,171146,35,653
29446,171155,35,248
29447,171225,35,88
29448,171234,35,100
29449,171304,35,191
29450,171395,35,49
29451,171456,35,440
29452,171483,35,225
29453,171492,35,333
29454,171535,35,2285
29455,171571,35,1353
29456,171599,35,71
29457,171881,35,33
29458,172033,35,76
29459,172051,35,338
29460,172200,35,1013
29461,172264,35,196
29462,172291,35,55
29463,172307,35,78
29464,172334,35,106
29465,172608,35,132
29466,172617,35,508
29467,172635,35,387
29468,172644,35,1601
29469,172671,35,25
29470,172699,35,988
29471,172866,35,14
29472,172918,35,205
29473,172954,35,461
29474,172963,35,593
29475,173045,35,196
29476,173063,35,243
29477,173115,35,191
29478,173124,35,473
29479,173142,35,35
29480,173160,35,120
29481,173203,35,246
29482,173258,35,13
29483,173300,35,28
29484,173328,35,796
29485,173416,35,393
29486,173452,35,25
29487,173461,35,338
29488,173559,35,345
29489,173638,35,181
29490,173647,35,17
29491,173665,35,122
29492,173708,35,609
29493,173735,35,289
29494,173799,35,426
29495,173902,35,10
29496,173911,35,298
29497,173920,35,1014
29498,173957,35,153
29499,174020,35,1253
29500,174066,35,1708
29501,174075,35,243
29502,174127,35,37
29503,174136,35,731
29504,174154,35,34
29505,174233,35,319
29506,174251,35,37
29507,174358,35,309
29508,174376,35,548
29509,174428,35,866
29510,174437,35,59
29511,174473,35,182
29512,174491,35,96
29513,174507,35,63
29514,174525,35,13
29515,174570,35,102
29516,174738,35,351
29517,174747,35,21
29518,174756,35,486
29519,174783,35,643
29520,174792,35,39
29521,174817,35,76
29522,174844,35,32
29523,174862,35,78
29524,174899,35,191
29525,174914,35,186
29526,175005,35,349
29527,175014,35,1073
29528,175041,35,495
29529,175078,35,348
29530,175227,35,208
29531,175236,35,265
29532,175263,35,259
29533,175272,35,412
29534,175315,35,1223
29535,175342,35,179
29536,175421,35,219
29537,175430,35,87
29538,175519,35,343
29539,175573,35,202
29540,175616,35,329
29541,175643,35,204
29542,175652,35,356
29543,175786,35,368
29544,175810,35,1532
29545,175829,35,160
29546,175856,35,433
29547,175883,35,293
29548,175935,35,821
29549,175980,35,24
29550,176008,35,429
29551,176017,35,1244
29552,176035,35,493
29553,176044,35,172
29554,176053,35,304
29555,176071,35,353
29556,176080,35,1748
29557,176169,35,156
29558,176178,35,12
29559,176239,35,1454
29560,176318,35,114
29561,176336,35,19
29562,176354,35,92
29563,176372,35,1315
29564,176406,35,69
29565,176451,35,10
29566,176479,35,386
29567,176628,35,173
29568,176664,35,34
29569,176770,35,97
29570,176789,35,18
29571,176910,35,9
29572,176947,35,118
29573,176965,35,622
29574,177065,35,897
29575,177083,35,7
29576,177117,35,6
29577,177135,35,264
29578,177144,35,109
29579,177214,35,80
29580,177250,35,106
29581,177339,35,57
29582,177418,35,56
29583,177472,35,886
29584,177542,35,51
29585,177551,35,75
29586,177676,35,159
29587,177719,35,176
29588,177746,35,47
29589,177940,35,125
29590,177968,35,597
29591,177977,35,159
29592,177986,35,76
29593,177995,35,1133
29594,178059,35,959
29595,178183,35,12
29596,178208,35,129
29597,178217,35,108
29598,178244,35,281
29599,178341,35,378
29600,178369,35,147
29601,178387,35,172
29602,178396,35,1164
29603,178402,35,930
29604,178411,35,279
29605,178420,35,979
29606,178448,35,173
29607,178615,35,63
29608,178624,35,313
29609,178679,35,42
29610,178697,35,14
29611,178721,35,830
29612,178767,35,2
29613,178891,35,88
29614,179043,35,180
29615,179159,35,505
29616,179265,35,20
29617,179308,35,840
29618,179326,35,111
29619,179344,35,45
29620,179539,35,174
29621,179548,35,27
29622,179557,35,403
29623,179566,35,1263
29624,179645,35,96
29625,179715,35,98
29626,179867,35,196
29627,179894,35,249
29628,179946,35,34
29629,179955,35,48
29630,179964,35,323
29631,180054,35,9
29632,180081,35,18
29633,180106,35,41
29634,180151,35,35
29635,180179,35,278
29636,180197,35,91
29637,180203,35,1
29638,180212,35,11
29639,180249,35,110
29640,180258,35,76
29641,180276,35,69
29642,180328,35,2
29643,180373,35,33
29644,180416,35,71
29645,180461,35,562
29646,180489,35,550
29647,180522,35,61
29648,180595,35,50
29649,180647,35,43
29650,180692,35,103
29651,180814,35,2385
29652,180832,35,167
29653,180878,35,84
29654,180902,35,190
29655,180948,35,165
29656,180984,35,51
29657,181002,35,157
29658,181020,35,83
29659,181127,35,41
29660,181145,35,13
29661,181215,35,326
29662,181297,35,197
29663,181303,35,971
29664,181312,35,68
29665,181330,35,98
29666,181394,35,939
29667,181419,35,34
29668,181428,35,398
29669,181446,35,82
29670,181464,35,729
29671,181491,35,132
29672,181534,35,121
29673,181604,35,63
29674,181640,35,613
29675,181738,35,31
29676,181765,35,10
29677,181783,35,200
29678,181817,35,162
29679,181853,35,47
29680,182005,35,1906
29681,182148,35,17
29682,182281,35,1964
29683,182290,35,1058
29684,182306,35,87
29685,182500,35,506
29686,182564,35,175
29687,182634,35,68
29688,182670,35,30
29689,182795,35,45
29690,182917,35,1
29691,182980,35,128
29692,183026,35,24357
29693,183044,35,421
29694,183062,35,86
29695,183071,35,54
29696,183080,35,151
29697,183099,35,264
29698,183105,35,53
29699,183114,35,95
29700,183123,35,65
29701,183132,35,214
29702,183141,35,145
29703,183150,35,188
29704,183211,35,108
29705,183239,35,41
29706,183248,35,29
29707,183257,35,128
29708,183275,35,8
29709,183488,35,209
29710,183655,35,208
29711,183743,35,777
29712,183789,35,264
29713,183804,35,682
29714,183822,35,49
29715,183859,35,284
29716,183877,35,363
29717,183910,35,62
29718,183938,35,482
29719,183974,35,37
29720,184180,35,398
29721,184205,35,119
29722,184348,35,66
29723,184481,35,232
29724,184603,35,229
29725,184612,35,233
29726,184694,35,96
29727,184773,35,185
29728,184782,35,1803
29729,184791,35,496
29730,184959,35,252
29731,184995,35,386
29732,185129,35,358
29733,185262,35,1291
29734,185509,35,353
29735,185536,35,304
29736,185572,35,201
29737,185590,35,1378
29738,185721,35,82
29739,185828,35,676
29740,185873,35,186
29741,186034,35,140
29742,186131,35,33
29743,186186,35,51
29744,186201,35,368
29745,186283,35,271
29746,186371,35,512
29747,186380,35,2139
29748,186399,35,770
29749,186432,35,314
29750,186469,35,123
29751,186584,35,177
29752,186618,35,57
29753,186645,35,302
29754,186867,35,32
29755,186876,35,728
29756,186900,35,9
29757,187046,35,1799
29758,187134,35,301
29759,187198,35,841
29760,187444,35,952
29761,187532,35,1154
29762,187596,35,180
29763,187620,35,200
29764,187639,35,112
29765,187648,35,524
29766,187666,35,56
29767,187745,35,37
29768,187897,35,280
29769,187903,35,52
29770,187912,35,22
29771,187958,35,41
29772,187967,35,51
29773,187976,35,22
29774,187985,35,1235
29775,187994,35,31
29776,188003,35,32
29777,188021,35,12
29778,188030,35,662
29779,188049,35,16
29780,188058,35,110
29781,188100,35,305
29782,188137,35,264
29783,188182,35,78
29784,188216,35,19
29785,188225,35,40
29786,188261,35,107
29787,188304,35,268
29788,188340,35,114
29789,188429,35,250
29790,188438,35,106
29791,188517,35,43
29792,188526,35,25
29793,188641,35,88
29794,188687,35,40
29795,188854,35,211
29796,188915,35,11
29797,188942,35,102
29798,189088,35,89
29799,189097,35,147
29800,189228,35,184
29801,189273,35,12
29802,189282,35,123
29803,189413,35,46
29804,189547,35,281
29805,189565,35,76
29806,189583,35,120
29807,189592,35,66
29808,189705,35,161
29809,189811,35,155
29810,189839,35,112
29811,189857,35,268
29812,190044,35,60
29813,190053,35,50
29814,190071,35,29
29815,190099,35,28
29816,190114,35,70
29817,190150,35,682
29818,190169,35,96
29819,190372,35,19
29820,190415,35,634
29821,190442,35,71
29822,190451,35,63
29823,190503,35,412
29824,190512,35,1435
29825,190521,35,1705
29826,190530,35,581
29827,190549,35,1074
29828,190558,35,541
29829,190567,35,842
29830,190576,35,1109
29831,190585,35,660
29832,190594,35,1241
29833,190600,35,1274
29834,190619,35,827
29835,190628,35,1359
29836,190637,35,1370
29837,190646,35,394
29838,190655,35,1081
29839,190664,35,1302
29840,190673,35,811
29841,190691,35,500
29842,190716,35,173
29843,190725,35,344
29844,190752,35,1
29845,190761,35,91
29846,190840,35,195
29847,190956,35,68
29848,190983,35,36
29849,191083,35,200
29850,191126,35,652
29851,191199,35,244
29852,191205,35,50
29853,191241,35,317
29854,191302,35,35
29855,191339,35,252
29856,191515,35,11
29857,191533,35,38
29858,191597,35,243
29859,191612,35,118
29860,191621,35,137
29861,191630,35,27
29862,191649,35,214
29863,191676,35,51
29864,191719,35,669
29865,191931,35,103
29866,191968,35,83
29867,191986,35,161
29868,192004,35,7
29869,192022,35,107
29870,192040,35,5
29871,192110,35,8
29872,192192,35,103
29873,192271,35,131
29874,192323,35,187
29875,192448,35,585
29876,192509,35,20
29877,192624,35,14
29878,192688,35,132
29879,192703,35,167
29880,192712,35,15
29881,192749,35,127
29882,192785,35,199
29883,192819,35,115
29884,192864,35,78
29885,192961,35,30
29886,193016,35,603
29887,193052,35,112
29888,193061,35,1
29889,193247,35,5
29890,193283,35,172
29891,193292,35,270
29892,193308,35,552
29893,193326,35,625
29894,193353,35,113
29895,193380,35,26
29896,193399,35,621
29897,193478,35,1084
29898,193584,35,93
29899,193654,35,345
29900,193900,35,1141
29901,193946,35,342
29902,193973,35,181
29903,194028,35,90
29904,194091,35,136
29905,194116,35,101
29906,194189,35,3
29907,194222,35,313
29908,194240,35,274
29909,194310,35,411
29910,194392,35,31
29911,194499,35,107
29912,194569,35,28
29913,194578,35,55
29914,194657,35,5
29915,194666,35,31
29916,194693,35,1
29917,194718,35,1
29918,194824,35,67
29919,194958,35,127
29920,195003,35,292
29921,195030,35,98
29922,195058,35,267
29923,195128,35,132
29924,195164,35,61
29925,195173,35,67
29926,195191,35,93
29927,195216,35,15
29928,195234,35,109
29929,195243,35,92
29930,195289,35,47
29931,195304,35,35
29932,195322,35,49
29933,195438,35,145
29934,195474,35,160
29935,195526,35,24
29936,195544,35,393
29937,195702,35,81
29938,195720,35,111
29939,195784,35,96
29940,195809,35,320
29941,195988,35,110
29942,196006,35,255
29943,196015,35,395
29944,196024,35,280
29945,196033,35,158
29946,196042,35,924
29947,196051,35,134
29948,196060,35,884
29949,196079,35,801
29950,196088,35,1332
29951,196097,35,1286
29952,196103,35,193
29953,196112,35,249
29954,196121,35,726
29955,196130,35,517
29956,196149,35,475
29957,196158,35,157
29958,196167,35,176
29959,196176,35,613
29960,196185,35,317
29961,196194,35,519
29962,196200,35,168
29963,196219,35,270
29964,196237,35,786
29965,196246,35,274
29966,196255,35,164
29967,196264,35,1467
29968,196291,35,39
29969,196307,35,46
29970,196413,35,324
29971,196431,35,250
29972,196565,35,179
29973,196583,35,17
29974,196592,35,591
29975,196653,35,256
29976,196680,35,1151
29977,196699,35,114
29978,196866,35,20
29979,197018,35,103
29980,197027,35,16
29981,197045,35,276
29982,197133,35,11
29983,197142,35,61
29984,197151,35,163
29985,197197,35,92
29986,197221,35,1
29987,197230,35,26
29988,197285,35,108
29989,197294,35,602
29990,197601,35,4
29991,197647,35,10
29992,197674,35,59
29993,197708,35,52
29994,197735,35,75
29995,197744,35,31
29996,197814,35,91
29997,197850,35,193
29998,197869,35,1591
29999,197887,35,581
30000,197911,35,79
30001,197966,35,51
30002,197984,35,110
30003,197993,35,15
30004,198011,35,48
30005,198039,35,165
30006,198066,35,59
30007,198084,35,107
30008,198109,35,200
30009,198118,35,326
30010,198136,35,247
30011,198154,35,324
30012,198206,35,121
30013,198215,35,119
30014,198233,35,136
30015,198251,35,349
30016,198260,35,956
30017,198303,35,66
30018,198321,35,216
30019,198330,35,291
30020,198367,35,298
30021,198376,35,158
30022,198385,35,14
30023,198419,35,56
30024,198455,35,175
30025,198464,35,1656
30026,198491,35,35
30027,198507,35,207
30028,198516,35,87
30029,198534,35,1442
30030,198543,35,924
30031,198552,35,979
30032,198561,35,243
30033,198570,35,289
30034,198598,35,51
30035,198613,35,57
30036,198622,35,1128
30037,198640,35,52
30038,198668,35,113
30039,198677,35,3
30040,198695,35,71
30041,198710,35,82
30042,198729,35,68
30043,198756,35,72
30044,198774,35,231
30045,198808,35,114
30046,198817,35,383
30047,198835,35,92
30048,198862,35,39
30049,198871,35,19
30050,198899,35,67
30051,198905,35,42
30052,198914,35,19
30053,198923,35,37
30054,198950,35,64
30055,198969,35,131
30056,198987,35,60
30057,199023,35,17
30058,199032,35,67
30059,199069,35,215
30060,199087,35,4
30061,199102,35,699
30062,199111,35,267
30063,199120,35,974
30064,199139,35,2348
30065,199148,35,1627
30066,199157,35,473
30067,199184,35,44
30068,199193,35,1457
30069,199209,35,114
30070,199218,35,1629
30071,199263,35,83
30072,199272,35,105
30073,199281,35,784
30074,199306,35,51
30075,199324,35,39
30076,199333,35,467
30077,199412,35,139
30078,199421,35,88
30079,199449,35,173
30080,199458,35,14
30081,199467,35,8
30082,199476,35,666
30083,199485,35,50
30084,199494,35,530
30085,199582,35,139
30086,199607,35,17
30087,199625,35,65
30088,199634,35,247
30089,199643,35,73
30090,199698,35,89
30091,199722,35,21
30092,199731,35,170
30093,199740,35,92
30094,199759,35,69
30095,199768,35,81
30096,199786,35,89
30097,199795,35,42
30098,199838,35,195
30099,199847,35,40
30100,199856,35,2222
30101,199865,35,36
30102,199883,35,40
30103,199892,35,201
30104,199908,35,101
30105,199926,35,39
30106,199953,35,82
30107,199962,35,140
30108,199971,35,14
30109,199999,35,370
30110,200004,35,1053
30111,200013,35,12
30112,200022,35,276
30113,200059,35,140
30114,200086,35,3
30115,200156,35,54
30116,200192,35,111
30117,200208,35,18
30118,200217,35,116
30119,200226,35,108
30120,200253,35,253
30121,200280,35,1015
30122,200305,35,145
30123,200314,35,78
30124,200332,35,481
30125,200341,35,71
30126,200466,35,13
30127,200484,35,7
30128,200527,35,12
30129,200554,35,89
30130,200572,35,116
30131,200590,35,60
30132,200785,35,9
30133,200800,35,429
30134,200846,35,23
30135,200873,35,1
30136,201061,35,19
30137,201104,35,135
30138,201140,35,13
30139,201177,35,59
30140,201195,35,136
30141,201283,35,30
30142,201371,35,52
30143,201432,35,65
30144,201441,35,489
30145,201469,35,142
30146,201548,35,88
30147,201645,35,66
30148,201654,35,95
30149,201672,35,273
30150,201690,35,190
30151,201821,35,118
30152,201867,35,59
30153,201885,35,1110
30154,201928,35,781
30155,201946,35,424
30156,201955,35,242
30157,201964,35,97
30158,201973,35,550
30159,202046,35,27
30160,202073,35,10
30161,202134,35,874
30162,202170,35,46
30163,202222,35,1550
30164,202356,35,1091
30165,202435,35,17
30166,202480,35,157
30167,202514,35,23
30168,202523,35,23
30169,202648,35,115
30170,202763,35,63
30171,202806,35,1189
30172,202903,35,17
30173,202912,35,148
30174,203085,35,22
30175,203128,35,29
30176,203155,35,237
30177,203331,35,48
30178,203368,35,69
30179,203386,35,729
30180,203447,35,56
30181,203456,35,46
30182,203465,35,156
30183,203474,35,90
30184,203483,35,83
30185,203492,35,85
30186,203517,35,792
30187,203526,35,105
30188,203535,35,15
30189,203544,35,58
30190,203580,35,102
30191,203599,35,176
30192,203678,35,142
30193,203720,35,50
30194,203748,35,330
30195,203757,35,48
30196,203775,35,40
30197,203845,35,27
30198,203881,35,124
30199,203960,35,187
30200,204006,35,173
30201,204015,35,75
30202,204024,35,330
30203,204176,35,105
30204,204185,35,44
30205,204194,35,73
30206,204200,35,62
30207,204255,35,74
30208,204264,35,90
30209,204422,35,92
30210,204440,35,37
30211,204468,35,135
30212,204486,35,163
30213,204501,35,18
30214,204617,35,70
30215,204635,35,53
30216,204662,35,20
30217,204671,35,44
30218,204680,35,59
30219,204699,35,69
30220,204705,35,138
30221,204796,35,3282
30222,204802,35,19
30223,204820,35,41
30224,204839,35,29
30225,204848,35,33
30226,204857,35,988
30227,204866,35,30
30228,204884,35,63
30229,204909,35,19
30230,204936,35,81
30231,204945,35,345
30232,205027,35,16
30233,205054,35,160
30234,205124,35,1
30235,205179,35,79
30236,205203,35,129
30237,205391,35,11
30238,205443,35,146
30239,205470,35,1417
30240,205841,35,590
30241,205887,35,17
30242,205957,35,149
30243,205966,35,93
30244,206011,35,59
30245,206048,35,174
30246,206084,35,655
30247,206154,35,4
30248,206349,35,77
30249,206437,35,51
30250,206446,35,87
30251,206491,35,39
30252,206507,35,36
30253,206525,35,77
30254,206589,35,21
30255,206604,35,658
30256,206613,35,177
30257,206622,35,136
30258,206695,35,359
30259,206817,35,1
30260,206835,35,91
30261,206862,35,121
30262,206914,35,254
30263,206932,35,6
30264,206941,35,981
30265,207041,35,260
30266,207050,35,25
30267,207069,35,135
30268,207157,35,49
30269,207209,35,80
30270,207236,35,152
30271,207254,35,22
30272,207263,35,727
30273,207281,35,204
30274,207306,35,197
30275,207324,35,137
30276,207342,35,495
30277,207351,35,255
30278,207388,35,1556
30279,207397,35,491
30280,207403,35,55
30281,207449,35,734
30282,207458,35,159
30283,207500,35,1018
30284,207564,35,206
30285,207582,35,216
30286,207661,35,226
30287,207670,35,238
30288,207722,35,119
30289,207740,35,100
30290,207847,35,363
30291,207856,35,33
30292,207865,35,331
30293,207935,35,839
30294,207971,35,116
30295,208035,35,70
30296,208275,35,134
30297,208318,35,399
30298,208390,35,181
30299,208406,35,809
30300,208415,35,54
30301,208512,35,56
30302,208646,35,390
30303,208725,35,3
30304,208822,35,204
30305,209038,35,292
30306,209056,35,42
30307,209065,35,151
30308,209074,35,954
30309,209241,35,8
30310,209250,35,85
30311,209287,35,79
30312,209296,35,27
30313,209409,35,60
30314,209490,35,364
30315,209506,35,410
30316,209542,35,2622
30317,209551,35,832
30318,209603,35,46
30319,209612,35,114
30320,209746,35,1141
30321,209807,35,1997
30322,209825,35,91
30323,209922,35,16
30324,209940,35,118
30325,210146,35,312
30326,210155,35,82
30327,210234,35,88
30328,210270,35,78
30329,210304,35,69
30330,210331,35,65
30331,210401,35,61
30332,210429,35,381
30333,210492,35,28
30334,210571,35,68
30335,210599,35,108
30336,210605,35,299
30337,210669,35,26
30338,210739,35,108
30339,210775,35,64
30340,211024,35,18
30341,211079,35,56
30342,211088,35,72
30343,211273,35,7
30344,211291,35,32
30345,211307,35,307
30346,211343,35,210
30347,211352,35,17
30348,211431,35,224
30349,211440,35,58
30350,211468,35,69
30351,211477,35,87
30352,211556,35,84
30353,211583,35,116
30354,211608,35,36
30355,211893,35,3
30356,211927,35,354
30357,211981,35,106
30358,212009,35,12
30359,212045,35,25
30360,212054,35,605
30361,212106,35,197
30362,212115,35,362
30363,212133,35,369
30364,212197,35,48
30365,212577,35,9
30366,212601,35,71
30367,212656,35,37
30368,212674,35,14
30369,212771,35,118
30370,212805,35,42
30371,212832,35,102
30372,212869,35,223
30373,212878,35,866
30374,212911,35,11
30375,212984,35,328
30376,213011,35,92
30377,213020,35,300
30378,213181,35,41
30379,213233,35,37
30380,213251,35,31
30381,213303,35,69
30382,213321,35,47
30383,213349,35,396
30384,213358,35,82
30385,213367,35,70
30386,213376,35,266
30387,213385,35,19
30388,213400,35,450
30389,213507,35,54
30390,213525,35,245
30391,213534,35,2
30392,213543,35,47
30393,213570,35,4
30394,213598,35,53
30395,213659,35,254
30396,213668,35,21
30397,213774,35,62
30398,213826,35,90
30399,213914,35,10
30400,213987,35,74
30401,213996,35,69
30402,214023,35,1
30403,214041,35,431
30404,214069,35,62
30405,214111,35,692
30406,214148,35,34
30407,214157,35,129
30408,214166,35,91
30409,214175,35,39
30410,214272,35,87
30411,214379,35,645
30412,214582,35,49
30413,214591,35,91
30414,214625,35,24
30415,214634,35,37
30416,214643,35,24
30417,214652,35,42
30418,214670,35,78
30419,214689,35,96
30420,214698,35,25
30421,214704,35,92
30422,214713,35,257
30423,214731,35,48
30424,214740,35,13
30425,214759,35,21
30426,214768,35,36
30427,214777,35,372
30428,214786,35,20
30429,214795,35,29
30430,214801,35,191
30431,214810,35,28
30432,214829,35,63
30433,214883,35,164
30434,214892,35,40
30435,214971,35,9
30436,215053,35,36
30437,215062,35,130
30438,215105,35,68
30439,215114,35,42
30440,215239,35,382
30441,215266,35,50
30442,215275,35,107
30443,215284,35,95
30444,215293,35,889
30445,215309,35,9
30446,215381,35,49
30447,215390,35,83
30448,215415,35,44
30449,215442,35,189
30450,215585,35,290
30451,215637,35,2
30452,215655,35,192
30453,215691,35,82
30454,215743,35,17
30455,215770,35,208
30456,215798,35,33
30457,215929,35,58
30458,215947,35,61
30459,215992,35,24
30460,216010,35,200
30461,216038,35,519
30462,216047,35,5
30463,216083,35,49
30464,216278,35,41
30465,216287,35,15
30466,216296,35,89
30467,216311,35,3
30468,216339,35,1008
30469,216357,35,24
30470,216366,35,657
30471,216436,35,16
30472,216445,35,8
30473,216454,35,3
30474,216524,35,27
30475,216542,35,32
30476,216551,35,11
30477,216597,35,90
30478,216667,35,42
30479,216694,35,37
30480,216764,35,1081
30481,216807,35,13
30482,216825,35,294
30483,216852,35,146
30484,216931,35,117
30485,216940,35,4
30486,217013,35,112
30487,217040,35,1
30488,217059,35,206
30489,217077,35,53
30490,217156,35,83
30491,217165,35,93
30492,217235,35,145
30493,217305,35,205
30494,217402,35,68
30495,217420,35,592
30496,217475,35,531
30497,217484,35,578
30498,217493,35,41
30499,217518,35,298
30500,217536,35,135
30501,217606,35,5
30502,217615,35,159
30503,217624,35,56
30504,217633,35,155
30505,217688,35,238
30506,217712,35,122
30507,217721,35,103
30508,217749,35,68
30509,217776,35,84
30510,217819,35,640
30511,217837,35,25
30512,217864,35,108
30513,217873,35,77
30514,217882,35,1513
30515,217907,35,72
30516,217925,35,93
30517,217934,35,275
30518,217961,35,66
30519,217989,35,16
30520,217998,35,16
30521,218025,35,201
30522,218061,35,183
30523,218113,35,494
30524,218140,35,415
30525,218229,35,264
30526,218238,35,166
30527,218335,35,107
30528,218353,35,791
30529,218399,35,50
30530,218414,35,74
30531,218441,35,154
30532,218487,35,196
30533,218520,35,293
30534,218539,35,42
30535,218645,35,329
30536,218654,35,244
30537,218663,35,1393
30538,218672,35,57
30539,218681,35,30
30540,218690,35,87
30541,218706,35,33
30542,218724,35,681
30543,218733,35,126
30544,218742,35,655
30545,218821,35,53
30546,218830,35,558
30547,218858,35,83
30548,218885,35,324
30549,218894,35,1004
30550,218919,35,41
30551,218955,35,50
30552,218964,35,268
30553,218973,35,30
30554,218991,35,311
30555,219000,35,80
30556,219046,35,159
30557,219082,35,242
30558,219091,35,57
30559,219143,35,107
30560,219189,35,67
30561,219198,35,79
30562,219204,35,40
30563,219240,35,10
30564,219259,35,97
30565,219277,35,42
30566,219347,35,64
30567,219356,35,388
30568,219383,35,91
30569,219408,35,4
30570,219426,35,167
30571,219471,35,285
30572,219480,35,132
30573,219602,35,736
30574,219639,35,113
30575,219709,35,321
30576,219718,35,277
30577,219790,35,53
30578,219806,35,100
30579,219824,35,317
30580,219833,35,78
30581,219879,35,100
30582,219888,35,277
30583,219949,35,178
30584,219976,35,181
30585,220057,35,178
30586,220075,35,926
30587,220118,35,141
30588,220206,35,14
30589,220215,35,38
30590,220400,35,150
30591,220464,35,51
30592,220473,35,57
30593,220516,35,187
30594,220552,35,2196
30595,220598,35,101
30596,220604,35,58
30597,220613,35,163
30598,220631,35,174
30599,220701,35,115
30600,220710,35,46
30601,220862,35,1053
30602,220978,35,1573
30603,221096,35,308
30604,221184,35,504
30605,221351,35,10
30606,221397,35,156
30607,221485,35,393
30608,221519,35,22
30609,221643,35,440
30610,221661,35,130
30611,221731,35,138
30612,221740,35,739
30613,221759,35,1559
30614,221768,35,332
30615,221838,35,218
30616,221847,35,571
30617,221892,35,70
30618,221908,35,218
30619,221953,35,109
30620,221971,35,111
30621,221999,35,280
30622,222053,35,424
30623,222062,35,186
30624,222105,35,10
30625,222178,35,103
30626,222567,35,1127
30627,222576,35,186
30628,222628,35,27
30629,222822,35,166
30630,222831,35,410
30631,222877,35,47
30632,222983,35,42
30633,222992,35,3603
30634,223083,35,192
30635,223117,35,3
30636,223232,35,314
30637,223320,35,247
30638,223427,35,1385
30639,223463,35,2
30640,223472,35,42
30641,223506,35,183
30642,223816,35,625
30643,223898,35,238
30644,223922,35,179
30645,224004,35,170
30646,224110,35,1454
30647,224147,35,577
30648,224226,35,269
30649,224244,35,52
30650,224271,35,61
30651,224323,35,24
30652,224350,35,239
30653,224527,35,112
30654,224545,35,306
30655,224554,35,1108
30656,224615,35,2583
30657,224642,35,975
30658,224660,35,59
30659,224679,35,34
30660,224891,35,33
30661,224961,35,177
30662,225070,35,383
30663,225201,35,171
30664,225247,35,66
30665,225308,35,553
30666,225371,35,179
30667,225399,35,239
30668,225414,35,1009
30669,225423,35,3762
30670,225432,35,2200
30671,225502,35,444
30672,225511,35,4442
30673,225520,35,127
30674,225548,35,63
30675,225575,35,37
30676,225627,35,321
30677,225876,35,19
30678,225885,35,62
30679,225991,35,26
30680,226019,35,269
30681,226091,35,869
30682,226107,35,151
30683,226116,35,269
30684,226134,35,173
30685,226152,35,529
30686,226204,35,293
30687,226231,35,87
30688,226383,35,131
30689,226408,35,343
30690,226471,35,153
30691,226578,35,288
30692,226587,35,106
30693,226806,35,206
30694,226833,35,397
30695,226879,35,44
30696,227146,35,269
30697,227182,35,3428
30698,227216,35,3720
30699,227225,35,135
30700,227304,35,425
30701,227331,35,97
30702,227368,35,1321
30703,227377,35,139
30704,227386,35,158
30705,227401,35,179
30706,227429,35,56
30707,227526,35,591
30708,227687,35,140
30709,227757,35,41
30710,227845,35,207
30711,227854,35,937
30712,227863,35,242
30713,227881,35,1845
30714,227924,35,1254
30715,227979,35,1244
30716,228042,35,48
30717,228149,35,99
30718,228158,35,387
30719,228246,35,282
30720,228316,35,76
30721,228325,35,155
30722,228343,35,58
30723,228431,35,681
30724,228459,35,2682
30725,228468,35,47
30726,228486,35,19
30727,228501,35,186
30728,228529,35,1227
30729,228547,35,1447
30730,228608,35,1144
30731,228644,35,341
30732,228653,35,177
30733,228699,35,92
30734,228705,35,278
30735,228723,35,2539
30736,228769,35,3938
30737,228778,35,1995
30738,228787,35,1655
30739,228796,35,1536
30740,228802,35,970
30741,228875,35,431
30742,228884,35,71
30743,228909,35,4
30744,228981,35,103
30745,229018,35,605
30746,229027,35,2901
30747,229063,35,464
30748,229115,35,2321
30749,229160,35,191
30750,229179,35,1209
30751,229267,35,24
30752,229300,35,61
30753,229337,35,310
30754,229355,35,736
30755,229416,35,159
30756,229504,35,34
30757,229540,35,162
30758,229780,35,288
30759,229799,35,349
30760,229814,35,891
30761,229832,35,5
30762,229841,35,348
30763,229887,35,68
30764,230038,35,1185
30765,230047,35,127
30766,230171,35,668
30767,230366,35,45
30768,230418,35,706
30769,230597,35,69
30770,230603,35,802
30771,230728,35,1088
30772,230737,35,2681
30773,230746,35,1995
30774,230764,35,1368
30775,230782,35,1032
30776,230807,35,73
30777,230816,35,17
30778,230852,35,218
30779,230861,35,351
30780,230889,35,24
30781,230959,35,6
30782,230995,35,164
30783,231059,35,33
30784,231095,35,13
30785,231165,35,455
30786,231174,35,365
30787,231411,35,5
30788,231420,35,185
30789,231536,35,208
30790,231554,35,89
30791,231581,35,41
30792,231624,35,167
30793,231651,35,1300
30794,231697,35,175
30795,231712,35,151
30796,231785,35,319
30797,231873,35,25
30798,231882,35,80
30799,232025,35,60
30800,232043,35,45
30801,232052,35,19
30802,232089,35,66
30803,232186,35,2657
30804,232195,35,362
30805,232256,35,7
30806,232265,35,125
30807,232308,35,13
30808,232414,35,500
30809,232423,35,733
30810,232450,35,551
30811,232557,35,5321
30812,232566,35,144
30813,232575,35,208
30814,232609,35,95
30815,232618,35,82
30816,232672,35,91
30817,232681,35,277
30818,232706,35,168
30819,232788,35,37
